ts,o,h,l,c,v
1782390600,24905.4,24934.4,24892.4,24931.4,1184.0
1782392400,24931.4,24945.4,24908.4,24934.4,1050.0
1782394200,24934.4,24951.4,24917.4,24941.4,964.0
1782396000,24942.4,24947.4,24883.4,24892.4,1141.0
1782397800,24892.4,24941.4,24885.4,24931.4,999.0
1782399600,24931.4,24969.4,24929.4,24936.4,1060.0
1782401400,24936.4,25015.4,24936.4,24999.4,1810.0
1782403200,24998.4,25019.4,24990.4,25016.4,1404.0
1782405000,25017.4,25032.4,24866.4,24875.4,3479.0
1782406800,24874.4,25111.4,24874.4,25080.4,4211.0
1782408600,25082.4,25113.4,25049.4,25079.4,2805.0
1782410400,25080.4,25096.4,24983.4,25024.4,2837.0
1782412200,25021.4,25072.4,25013.4,25048.4,2690.0
1782414000,25048.4,25078.4,25038.4,25055.4,2142.0
1782415800,25056.4,25056.4,24991.4,25017.4,1941.0
1782417600,25017.4,25044.4,25005.4,25026.4,1893.0
1782419400,25026.4,25037.4,24999.4,25022.4,1895.0
1782421200,25023.4,25032.4,24970.4,25025.4,2337.0
1782423000,25026.4,25026.4,24980.4,24993.4,1955.0
1782424800,24993.4,25001.4,24971.4,24992.4,1891.0
1782426600,24992.4,24996.4,24961.4,24983.4,1869.0
1782428400,24960.5,25026.4,24960.5,25005.3,3163.0
1782430200,25005.3,25012.3,24975.4,24977.0,1320.0
1782435600,24956.2,24967.7,24907.7,24910.1,1740.0
1782437400,24910.6,24951.2,24907.5,24950.2,932.0
1782439200,24950.4,25030.9,24943.2,25016.9,1708.0
1782441000,25018.1,25025.8,24923.0,24938.2,2392.0
1782442800,24997.8,25011.0,24961.0,24986.0,750.0
1782444600,24986.0,24988.0,24945.0,24952.0,1239.0
1782446400,24953.0,24976.0,24923.0,24930.0,1933.0
1782448200,24930.0,24937.0,24876.0,24897.0,1837.0
1782450000,24897.0,24900.0,24815.0,24831.0,1639.0
1782451800,24831.0,24836.0,24760.0,24776.0,1515.0
1782453600,24777.0,24783.0,24756.0,24768.0,1154.0
1782455400,24768.0,24822.0,24728.0,24822.0,1918.0
1782457200,24822.0,24830.0,24793.0,24815.0,1574.0
1782459000,24815.0,24824.0,24778.0,24785.0,1109.0
1782460800,24786.0,24838.0,24783.0,24833.0,1342.0
1782462600,24833.0,24846.0,24775.5,24804.0,1223.0
1782464400,24806.0,24859.6,24794.6,24858.6,1525.0
1782466200,24859.6,24919.6,24849.6,24889.6,1217.0
1782468000,24885.6,24904.6,24818.6,24880.6,2678.0
1782469800,24881.6,24896.6,24815.6,24845.6,1840.0
1782471600,24845.6,24853.6,24799.6,24832.6,1997.0
1782473400,24831.6,24832.6,24749.6,24777.6,1880.0
1782475200,24778.6,24778.6,24713.6,24727.6,1941.0
1782477000,24727.6,24756.6,24702.6,24733.6,1805.0
1782478800,24733.6,24737.6,24690.6,24717.6,1509.0
1782480600,24717.6,24720.6,24691.6,24705.6,1447.0
1782482400,24705.6,24742.6,24703.6,24713.6,1445.0
1782484200,24713.6,24724.6,24687.6,24694.6,1304.0
1782486000,24694.6,24735.6,24680.6,24718.6,1573.0
1782487800,24718.6,24727.6,24646.6,24655.6,1497.0
1782489600,24656.6,24668.6,24570.6,24630.6,2219.0
1782491400,24630.6,24689.6,24621.6,24684.6,3585.0
1782493200,24684.6,24723.6,24678.6,24705.6,2643.0
1782495000,24705.6,24707.6,24621.6,24635.6,2290.0
1782496800,24635.6,24707.6,24617.6,24706.6,2060.0
1782498600,24707.6,24732.6,24675.6,24702.6,2279.0
1782500400,24702.6,24704.6,24628.6,24669.6,2193.0
1782502200,24668.6,24687.6,24658.6,24669.6,1715.0
1782504000,24670.6,24696.6,24658.6,24688.6,1430.0
1782505800,24688.6,24700.6,24673.6,24679.6,1378.0
1782507600,24679.6,24694.6,24654.6,24658.6,1342.0
1782509400,24658.6,24670.6,24641.6,24650.6,1300.0
1782511200,24650.6,24683.6,24636.6,24661.6,1776.0
1782513000,24661.6,24679.6,24651.6,24668.6,1596.0
1782694800,24744.1,24774.9,24701.0,24725.2,1745.0
1782696600,24725.7,24734.3,24721.6,24725.1,1081.0
1782698400,24724.7,24766.2,24721.3,24761.5,1821.0
1782700200,24761.7,24774.5,24746.9,24747.1,2160.0
1782702000,24740.7,24775.2,24724.9,24731.9,910.0
1782703800,24731.9,24778.9,24717.9,24772.9,1697.0
1782705600,24772.9,24789.9,24742.9,24747.9,1909.0
1782707400,24747.9,24774.9,24733.9,24759.9,1804.0
1782709200,24760.9,24793.9,24721.9,24788.9,1679.0
1782711000,24788.9,24796.9,24776.9,24790.9,897.0
1782712800,24790.9,24813.9,24790.9,24805.9,678.0
1782714600,24805.9,24813.9,24769.9,24804.9,947.0
1782716400,24804.9,24804.9,24773.9,24782.9,701.0
1782718200,24783.9,24788.9,24763.9,24769.9,891.0
1782720000,24769.9,24790.9,24756.9,24767.9,1129.0
1782721800,24767.9,24833.9,24761.9,24826.9,1058.0
1782723600,24827.9,24835.5,24790.5,24820.5,1101.0
1782725400,24820.5,24820.5,24774.5,24790.5,832.0
1782727200,24790.5,24805.5,24718.5,24769.5,2616.0
1782729000,24770.5,24801.5,24744.5,24776.5,1617.0
1782730800,24776.5,24791.5,24707.5,24707.5,1739.0
1782732600,24706.5,24732.5,24676.5,24676.5,1502.0
1782734400,24676.5,24745.5,24674.5,24744.5,1360.0
1782736200,24744.5,24748.5,24696.5,24713.5,1196.0
1782738000,24713.5,24717.5,24682.5,24708.5,1005.0
1782739800,24708.5,24725.5,24691.5,24714.5,1044.0
1782741600,24714.5,24727.5,24680.5,24687.5,1042.0
1782743400,24687.5,24728.5,24664.5,24720.5,1245.0
1782745200,24721.5,24744.5,24713.5,24718.5,1074.0
1782747000,24718.5,24736.5,24692.5,24733.5,1150.0
1782748800,24733.5,24748.5,24720.5,24740.5,1136.0
1782750600,24741.5,24750.5,24678.5,24701.5,2667.0
1782752400,24701.5,24701.5,24596.5,24685.5,3052.0
1782754200,24685.5,24692.5,24607.5,24624.5,2274.0
1782756000,24624.5,24673.5,24587.5,24662.5,1990.0
1782757800,24661.5,24679.5,24642.5,24670.5,1595.0
1782759600,24671.5,24687.5,24667.5,24683.5,868.0
1782761400,24683.5,24714.5,24677.5,24704.5,663.0
1782763200,24704.5,24733.5,24704.5,24720.5,617.0
1782765000,24720.5,24731.5,24717.5,24724.5,498.0
1782766800,24724.5,24768.5,24721.5,24761.5,670.0
1782768600,24761.5,24780.5,24760.5,24770.5,562.0
1782770400,24770.5,24778.5,24757.5,24770.5,517.0
1782772200,24769.5,24777.5,24751.5,24763.5,770.0
1782774000,24745.9,24753.7,24724.3,24743.5,1267.0
1782775800,24743.8,24744.7,24731.2,24738.6,624.0
1782788400,24762.6,24779.8,24735.8,24740.8,537.0
1782790200,24739.8,24742.8,24704.8,24739.8,1036.0
1782792000,24739.8,24780.8,24722.8,24779.8,956.0
1782793800,24779.8,24801.8,24757.8,24783.8,1041.0
1782795600,24782.8,24782.8,24751.8,24777.8,744.0
1782797400,24777.8,24781.8,24768.8,24771.8,542.0
1782799200,24771.8,24780.8,24765.8,24775.8,367.0
1782801000,24775.8,24802.8,24773.8,24789.8,452.0
1782802800,24789.8,24811.8,24784.8,24811.8,301.0
1782804600,24811.8,24824.8,24808.8,24814.8,448.0
1782806400,24814.8,24854.8,24813.8,24843.8,520.0
1782808200,24843.8,24848.8,24824.8,24833.8,696.0
1782810000,24833.8,24847.4,24798.4,24810.4,887.0
1782811800,24810.4,24847.4,24785.4,24847.4,747.0
1782813600,24849.4,24895.4,24822.4,24868.4,2257.0
1782815400,24870.4,24902.4,24821.4,24834.4,1458.0
1782817200,24841.4,24899.4,24834.4,24890.4,1558.0
