Date,Close
2020-07-06,1.8300000429153442
2020-07-07,1.8760000467300415
2020-07-08,1.8240000009536743
2020-07-09,1.7790000438690186
2020-07-10,1.8049999475479126
2020-07-13,1.7389999628067017
2020-07-14,1.746000051498413
2020-07-15,1.777999997138977
2020-07-16,1.7230000495910645
2020-07-17,1.718000054359436
2020-07-20,1.6410000324249268
2020-07-21,1.6749999523162842
2020-07-22,1.680999994277954
2020-07-23,1.784999966621399
2020-07-24,1.8079999685287476
2020-07-27,1.7339999675750732
2020-07-28,1.7999999523162842
2020-07-29,1.8539999723434448
2020-07-30,1.8289999961853027
2020-07-31,1.7990000247955322
2020-08-03,2.1010000705718994
2020-08-04,2.193000078201294
2020-08-05,2.190999984741211
2020-08-06,2.1649999618530273
2020-08-07,2.23799991607666
2020-08-10,2.1530001163482666
2020-08-11,2.1710000038146973
2020-08-12,2.1519999504089355
2020-08-13,2.181999921798706
2020-08-14,2.3559999465942383
2020-08-17,2.3389999866485596
2020-08-18,2.4170000553131104
2020-08-19,2.4260001182556152
2020-08-20,2.3519999980926514
2020-08-21,2.447999954223633
2020-08-24,2.513000011444092
2020-08-25,2.489000082015991
2020-08-26,2.4609999656677246
2020-08-27,2.5789999961853027
2020-08-28,2.6570000648498535
2020-08-31,2.630000114440918
2020-09-01,2.5269999504089355
2020-09-02,2.4860000610351562
2020-09-03,2.486999988555908
2020-09-04,2.5880000591278076
2020-09-08,2.4000000953674316
2020-09-09,2.4059998989105225
2020-09-10,2.322999954223633
2020-09-11,2.2690000534057617
2020-09-14,2.309999942779541
2020-09-15,2.361999988555908
2020-09-16,2.2669999599456787
2020-09-17,2.0420000553131104
2020-09-18,2.0480000972747803
2020-09-21,1.8350000381469727
2020-09-22,1.8339999914169312
2020-09-23,2.125
2020-09-24,2.247999906539917
2020-09-25,2.1389999389648438
2020-09-28,2.1010000705718994
2020-09-29,2.561000108718872
2020-09-30,2.5269999504089355
2020-10-01,2.5269999504089355
2020-10-02,2.437999963760376
2020-10-05,2.615000009536743
2020-10-06,2.5199999809265137
2020-10-07,2.6059999465942383
2020-10-08,2.627000093460083
2020-10-09,2.740999937057495
2020-10-12,2.88100004196167
2020-10-13,2.8550000190734863
2020-10-14,2.635999917984009
2020-10-15,2.7750000953674316
2020-10-16,2.7730000019073486
2020-10-19,2.7950000762939453
2020-10-20,2.9130001068115234
2020-10-21,3.0230000019073486
2020-10-22,3.006999969482422
2020-10-23,2.9709999561309814
2020-10-26,3.0239999294281006
2020-10-27,3.0190000534057617
2020-10-28,2.996000051498413
2020-10-29,3.3010001182556152
2020-10-30,3.3540000915527344
2020-11-02,3.24399995803833
2020-11-03,3.059000015258789
2020-11-04,3.0460000038146973
2020-11-05,2.941999912261963
2020-11-06,2.888000011444092
2020-11-09,2.8589999675750732
2020-11-10,2.9489998817443848
2020-11-11,3.0309998989105225
2020-11-12,2.9760000705718994
2020-11-13,2.994999885559082
2020-11-16,2.697000026702881
2020-11-17,2.691999912261963
2020-11-18,2.7119998931884766
2020-11-19,2.5920000076293945
2020-11-20,2.6500000953674316
2020-11-23,2.7109999656677246
2020-11-24,2.7750000953674316
2020-11-25,2.8959999084472656
2020-11-27,2.8429999351501465
2020-11-30,2.881999969482422
2020-12-01,2.880000114440918
2020-12-02,2.7799999713897705
2020-12-03,2.506999969482422
2020-12-04,2.575000047683716
2020-12-07,2.4059998989105225
2020-12-08,2.3989999294281006
2020-12-09,2.441999912261963
2020-12-10,2.552999973297119
2020-12-11,2.5910000801086426
2020-12-14,2.681999921798706
2020-12-15,2.681999921798706
2020-12-16,2.677000045776367
2020-12-17,2.635999917984009
2020-12-18,2.700000047683716
2020-12-21,2.7049999237060547
2020-12-22,2.7799999713897705
2020-12-23,2.6080000400543213
2020-12-24,2.5179998874664307
2020-12-28,2.305000066757202
2020-12-29,2.4670000076293945
2020-12-30,2.421999931335449
2020-12-31,2.5390000343322754
2021-01-04,2.5810000896453857
2021-01-05,2.7019999027252197
2021-01-06,2.7160000801086426
2021-01-07,2.7290000915527344
2021-01-08,2.700000047683716
2021-01-11,2.746999979019165
2021-01-12,2.753000020980835
2021-01-13,2.7269999980926514
2021-01-14,2.6659998893737793
2021-01-15,2.736999988555908
2021-01-19,2.5460000038146973
2021-01-20,2.5390000343322754
2021-01-21,2.490999937057495
2021-01-22,2.446000099182129
2021-01-25,2.6019999980926514
2021-01-26,2.6559998989105225
2021-01-27,2.759999990463257
2021-01-28,2.6640000343322754
2021-01-29,2.563999891281128
2021-02-01,2.8499999046325684
2021-02-02,2.8450000286102295
2021-02-03,2.7890000343322754
2021-02-04,2.934999942779541
2021-02-05,2.86299991607666
2021-02-08,2.881999969482422
2021-02-09,2.8350000381469727
2021-02-10,2.9110000133514404
2021-02-11,2.868000030517578
2021-02-12,2.9119999408721924
2021-02-16,3.128999948501587
2021-02-17,3.2190001010894775
2021-02-18,3.0820000171661377
2021-02-19,3.069000005722046
2021-02-22,2.953000068664551
2021-02-23,2.878999948501587
2021-02-24,2.8540000915527344
2021-02-25,2.7769999504089355
2021-02-26,2.7709999084472656
2021-03-01,2.7769999504089355
