ticket,order,zaman,yon,sembol,lot,fiyat,komisyon,swap,kar_zarar,net,yorum,pozisyon_id
1428764633,1724592095,2026-06-24 07:02:31 UTC,BUY,USTEC,2.0,29411.8,0.0,0.0,50.0,50.0,[tp 29411.20],1724585812
1428777695,1724608012,2026-06-24 07:11:57 UTC,BUY,XAUUSD,3.0,4057.42,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1724608012
1428777697,1724608014,2026-06-24 07:11:57 UTC,BUY,XAUUSD,2.0,4057.23,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1724608014
1428787342,1724619993,2026-06-24 07:20:41 UTC,SELL,DE40,3.0,24858.6,0.0,0.0,-102.28,-102.28,[sl 24858.60],1724588162
1428787344,1724619994,2026-06-24 07:20:41 UTC,SELL,DE40,2.0,24858.6,0.0,0.0,-68.18,-68.18,[sl 24858.60],1724588252
1428789786,1724622825,2026-06-24 07:22:37 UTC,SELL,XAUUSD,3.0,4060.39,-10.5,0.0,891.0,880.5,[tp 4060.35],1724608012
1428795682,1724630019,2026-06-24 07:27:21 UTC,SELL,XAUUSD,2.0,4064.48,-7.0,0.0,1450.0,1443.0,[tp 4064.35],1724608014
1428801386,1724637309,2026-06-24 07:31:00 UTC,SELL,USTEC,3.0,29376.7,0.0,0.0,0.0,0.0,FX|S|emel+pulse1,1724637309
1428801425,1724637396,2026-06-24 07:31:03 UTC,SELL,USTEC,2.0,29377.9,0.0,0.0,0.0,0.0,FX|W|emel+pulse1,1724637396
1428806197,1724643110,2026-06-24 07:36:50 UTC,BUY,USTEC,3.0,29430.5,0.0,0.0,-161.4,-161.4,[sl 29406.90],1724637309
1428806200,1724643111,2026-06-24 07:36:50 UTC,BUY,USTEC,2.0,29430.5,0.0,0.0,-105.2,-105.2,[sl 29406.90],1724637396
1428807960,1724645294,2026-06-24 07:38:24 UTC,BUY,XAUUSD,3.0,4066.21,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1724645294
1428808026,1724645362,2026-06-24 07:38:24 UTC,BUY,XAUUSD,2.0,4066.21,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1724645362
1428832843,1724678019,2026-06-24 08:06:10 UTC,SELL,XAUUSD,3.0,4060.83,-10.5,0.0,-1614.0,-1624.5,[sl 4061.07],1724645294
1428832846,1724678021,2026-06-24 08:06:10 UTC,SELL,XAUUSD,2.0,4060.83,-7.0,0.0,-1076.0,-1083.0,[sl 4061.07],1724645362
1428925281,1724792311,2026-06-24 09:04:42 UTC,SELL,XTIUSD,3.0,73.56,0.0,0.0,0.0,0.0,FX|S|emel+pulse1,1724792311
1428925304,1724792374,2026-06-24 09:04:43 UTC,SELL,XTIUSD,2.0,73.55,0.0,0.0,0.0,0.0,FX|W|emel+pulse1,1724792374
1428938394,1724807716,2026-06-24 09:09:40 UTC,SELL,USTEC,3.0,29525.2,0.0,0.0,0.0,0.0,FX|S|emel+pulse1,1724807716
1428938413,1724807734,2026-06-24 09:09:41 UTC,SELL,USTEC,2.0,29525.2,0.0,0.0,0.0,0.0,FX|W|emel+pulse1,1724807734
1428950081,1724821791,2026-06-24 09:14:28 UTC,SELL,XAUUSD,3.0,4096.64,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1724821791
1428950090,1724821801,2026-06-24 09:14:28 UTC,SELL,XAUUSD,2.0,4096.6,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1724821801
1428952900,1724825253,2026-06-24 09:15:39 UTC,BUY,XAUUSD,3.0,4093.59,-10.5,0.0,915.0,904.5,[tp 4093.53],1724821791
1428956784,1724829669,2026-06-24 09:17:36 UTC,BUY,XAUUSD,2.0,4089.69,-7.0,0.0,1382.0,1375.0,[tp 4089.53],1724821801
1428962446,1724836382,2026-06-24 09:20:30 UTC,SELL,XAUUSD,3.0,4086.94,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1724836382
1428962471,1724836403,2026-06-24 09:20:37 UTC,SELL,XAUUSD,2.0,4086.82,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1724836403
1428962610,1724836620,2026-06-24 09:20:43 UTC,BUY,USTEC,3.0,29505.4,0.0,0.0,59.4,59.4,[tp 29504.80],1724807716
1428962613,1724836621,2026-06-24 09:20:43 UTC,BUY,USTEC,2.0,29505.4,0.0,0.0,39.6,39.6,[tp 29504.80],1724807734
1428972548,1724850061,2026-06-24 09:28:34 UTC,BUY,XAUUSD,3.0,4083.75,-10.5,0.0,957.0,946.5,[tp 4084.26],1724836382
1428985147,1724865632,2026-06-24 09:37:21 UTC,SELL,XAUUSD,3.0,4089.15,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1724865632
1428990017,1724871624,2026-06-24 09:41:05 UTC,BUY,XAUUSD,2.0,4092.29,-7.0,0.0,-1094.0,-1101.0,[sl 4092.26],1724836403
1428991123,1724872961,2026-06-24 09:41:27 UTC,BUY,XAUUSD,3.0,4093.35,-10.5,0.0,-1260.0,-1270.5,[sl 4093.60],1724865632
1428997321,1724880298,2026-06-24 09:46:56 UTC,SELL,XAUUSD,3.0,4094.35,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1724880298
1428997484,1724880460,2026-06-24 09:46:56 UTC,SELL,XAUUSD,2.0,4094.32,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1724880460
1428999048,1724882334,2026-06-24 09:48:10 UTC,BUY,XAUUSD,3.0,4090.85,-10.5,0.0,1050.0,1039.5,[tp 4090.98],1724880298
1429002413,1724886407,2026-06-24 09:50:29 UTC,BUY,XAUUSD,2.0,4086.51,-7.0,0.0,1562.0,1555.0,[tp 4086.98],1724880460
1429016738,1724905554,2026-06-24 10:00:55 UTC,SELL,DE40,5.0,24820.8,0.0,0.0,0.0,0.0,ForexSAI_demo,1724905554
1429022462,1724912052,2026-06-24 10:04:24 UTC,SELL,USTEC,3.0,29485.8,0.0,0.0,0.0,0.0,FX|S|flip|50,1724912052
1429022618,1724912173,2026-06-24 10:04:25 UTC,SELL,USTEC,2.0,29485.8,0.0,0.0,0.0,0.0,FX|W|flip|50,1724912173
1429022736,1724912295,2026-06-24 10:04:27 UTC,SELL,XAUUSD,3.0,4087.86,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1724912295
1429022776,1724912344,2026-06-24 10:04:28 UTC,SELL,XAUUSD,2.0,4087.85,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1724912344
1429023158,1724912771,2026-06-24 10:04:38 UTC,BUY,XTIUSD,3.0,73.03,0.0,0.0,159.0,159.0,[tp 73.03],1724792311
1429026424,1724916566,2026-06-24 10:06:53 UTC,BUY,USTEC,3.0,29509.8,0.0,0.0,-72.0,-72.0,[sl 29509.90],1724912052
1429026426,1724916567,2026-06-24 10:06:53 UTC,BUY,USTEC,2.0,29509.8,0.0,0.0,-48.0,-48.0,[sl 29509.90],1724912173
1429035490,1724927076,2026-06-24 10:14:28 UTC,BUY,DE40,5.0,24761.3,0.0,0.0,337.77,337.77,[tp 24761.80],1724905554
1429035651,1724927252,2026-06-24 10:14:38 UTC,SELL,DE40,5.0,24760.8,0.0,0.0,0.0,0.0,ForexSAI_demo,1724927252
1429039079,1724931458,2026-06-24 10:16:59 UTC,BUY,XAUUSD,3.0,4084.82,-10.5,0.0,912.0,901.5,[tp 4084.89],1724912295
1429040884,1724933953,2026-06-24 10:18:31 UTC,SELL,XAUUSD,3.0,4086.95,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1724933953
1429040911,1724933981,2026-06-24 10:18:33 UTC,SELL,DE40,3.0,24778.8,0.0,0.0,0.0,0.0,FX|S|emel+ml|56,1724933981
1429040915,1724933985,2026-06-24 10:18:34 UTC,SELL,DE40,2.0,24778.3,0.0,0.0,0.0,0.0,FX|W|emel+ml|56,1724933985
1429042542,1724935981,2026-06-24 10:20:21 UTC,BUY,DE40,3.0,24763.8,0.0,0.0,51.1,51.1,[tp 24763.80],1724933981
1429042544,1724935982,2026-06-24 10:20:21 UTC,BUY,DE40,2.0,24763.8,0.0,0.0,32.93,32.93,[tp 24763.80],1724933985
1429047573,1724941762,2026-06-24 10:24:56 UTC,BUY,XTIUSD,2.0,72.73,0.0,0.0,164.0,164.0,[tp 72.73],1724792374
1429050976,1724945713,2026-06-24 10:28:03 UTC,BUY,XTIUSD,5.0,72.82,0.0,0.0,65.0,65.0,dir_flip,1724203762
1429051104,1724945876,2026-06-24 10:28:04 UTC,BUY,XTIUSD,3.0,72.82,0.0,0.0,0.0,0.0,FX|S|flip|50,1724945876
1429051139,1724945908,2026-06-24 10:28:04 UTC,BUY,XTIUSD,2.0,72.82,0.0,0.0,0.0,0.0,FX|W|flip|50,1724945908
1429051153,1724945933,2026-06-24 10:28:05 UTC,SELL,XTIUSD,5.0,72.8,0.0,0.0,0.0,0.0,ForexSAI_demo,1724945933
1429051869,1724946779,2026-06-24 10:28:46 UTC,BUY,XAUUSD,3.0,4083.77,-10.5,0.0,954.0,943.5,[tp 4083.77],1724933953
1429061257,1724957836,2026-06-24 10:33:59 UTC,BUY,XAUUSD,2.0,4081.29,-7.0,0.0,1312.0,1305.0,[tp 4080.89],1724912344
1429065625,1724962812,2026-06-24 10:35:25 UTC,BUY,DE40,5.0,24691.8,0.0,0.0,391.72,391.72,[tp 24692.30],1724927252
1429066452,1724963638,2026-06-24 10:35:48 UTC,SELL,DE40,5.0,24688.3,0.0,0.0,0.0,0.0,ForexSAI_demo,1724963638
1429068561,1724966263,2026-06-24 10:36:39 UTC,SELL,USTEC,3.0,29470.9,0.0,0.0,0.0,0.0,FX|S|flip|50,1724966263
1429068573,1724966275,2026-06-24 10:36:39 UTC,SELL,USTEC,2.0,29470.9,0.0,0.0,0.0,0.0,FX|W|flip|50,1724966275
1429077514,1724976382,2026-06-24 10:42:37 UTC,SELL,DE40,3.0,24698.8,0.0,0.0,0.0,0.0,FX|S|emel+ml|59,1724976382
1429077528,1724976396,2026-06-24 10:42:38 UTC,SELL,DE40,2.0,24698.8,0.0,0.0,0.0,0.0,FX|W|emel+ml|59,1724976396
1429079988,1724979352,2026-06-24 10:43:35 UTC,BUY,USTEC,3.0,29501.7,0.0,0.0,-92.4,-92.4,[sl 29501.20],1724966263
1429079989,1724979353,2026-06-24 10:43:35 UTC,BUY,USTEC,2.0,29501.7,0.0,0.0,-61.6,-61.6,[sl 29501.20],1724966275
1429082733,1724982773,2026-06-24 10:45:08 UTC,BUY,DE40,3.0,24712.3,0.0,0.0,-46.0,-46.0,[sl 24716.30],1724976382
1429082734,1724982775,2026-06-24 10:45:08 UTC,BUY,DE40,2.0,24712.3,0.0,0.0,-30.67,-30.67,[sl 24716.30],1724976396
1429090370,1724991469,2026-06-24 10:49:46 UTC,SELL,XAUUSD,3.0,4085.04,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1724991469
1429090374,1724991473,2026-06-24 10:49:46 UTC,SELL,XAUUSD,2.0,4085.04,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1724991473
1429092895,1724994475,2026-06-24 10:51:15 UTC,BUY,XAUUSD,3.0,4082.0,-10.5,0.0,912.0,901.5,[tp 4082.04],1724991469
1429097693,1724999905,2026-06-24 10:53:39 UTC,BUY,XAUUSD,2.0,4077.96,-7.0,0.0,1416.0,1409.0,[tp 4078.04],1724991473
1429105033,1725008253,2026-06-24 10:57:08 UTC,SELL,USTEC,3.0,29465.5,0.0,0.0,0.0,0.0,FX|S|flip|50,1725008253
1429105046,1725008265,2026-06-24 10:57:08 UTC,SELL,USTEC,2.0,29465.5,0.0,0.0,0.0,0.0,FX|W|flip|50,1725008265
1429115106,1725023053,2026-06-24 11:03:09 UTC,SELL,DE40,3.0,24713.8,0.0,0.0,0.0,0.0,FX|S|emel+ml|57,1725023053
1429115117,1725023073,2026-06-24 11:03:09 UTC,SELL,DE40,2.0,24713.8,0.0,0.0,0.0,0.0,FX|W|emel+ml|57,1725023073
1429115610,1725023700,2026-06-24 11:03:23 UTC,BUY,USTEC,3.0,29496.3,0.0,0.0,-92.4,-92.4,[sl 29495.50],1725008253
1429115612,1725023701,2026-06-24 11:03:23 UTC,BUY,USTEC,2.0,29496.3,0.0,0.0,-61.6,-61.6,[sl 29495.50],1725008265
1429116081,1725024408,2026-06-24 11:03:55 UTC,BUY,DE40,3.0,24700.3,0.0,0.0,45.98,45.98,[tp 24695.80],1725023053
1429116082,1725024409,2026-06-24 11:03:55 UTC,BUY,DE40,2.0,24700.3,0.0,0.0,30.66,30.66,[tp 24695.80],1725023073
1429145226,1725058755,2026-06-24 11:22:56 UTC,BUY,USTEC,3.0,29521.7,0.0,0.0,0.0,0.0,FX|S|emel+pulse1,1725058755
1429145231,1725058761,2026-06-24 11:22:57 UTC,BUY,USTEC,2.0,29522.5,0.0,0.0,0.0,0.0,FX|W|emel+pulse1,1725058761
1429164987,1725081339,2026-06-24 11:32:37 UTC,SELL,DE40,3.0,24710.3,0.0,0.0,0.0,0.0,FX|S|emel+ml|61,1725081339
1429165123,1725081475,2026-06-24 11:32:38 UTC,SELL,USTEC,3.0,29545.4,0.0,0.0,71.1,71.1,[tp 29538.90],1725058755
1429165125,1725081478,2026-06-24 11:32:38 UTC,SELL,USTEC,2.0,29545.4,0.0,0.0,45.8,45.8,[tp 29538.90],1725058761
1429165131,1725081639,2026-06-24 11:32:38 UTC,SELL,DE40,2.0,24709.8,0.0,0.0,0.0,0.0,FX|W|emel+ml|61,1725081639
1429169281,1725086502,2026-06-24 11:35:09 UTC,SELL,XTIUSD,3.0,72.29,0.0,0.0,-159.0,-159.0,[sl 72.29],1724945876
1429169282,1725086503,2026-06-24 11:35:09 UTC,SELL,XTIUSD,2.0,72.29,0.0,0.0,-106.0,-106.0,[sl 72.29],1724945908
1429172777,1725090270,2026-06-24 11:37:05 UTC,SELL,XTIUSD,3.0,72.44,0.0,0.0,0.0,0.0,FX|S|emel+pulse1,1725090270
1429172815,1725090342,2026-06-24 11:37:05 UTC,SELL,XTIUSD,2.0,72.44,0.0,0.0,0.0,0.0,FX|W|emel+pulse1,1725090342
1429183963,1725103795,2026-06-24 11:46:14 UTC,BUY,USTEC,3.0,29519.7,0.0,0.0,0.0,0.0,FX|S|emel+pulse1,1725103795
1429184014,1725103848,2026-06-24 11:46:14 UTC,BUY,USTEC,2.0,29520.3,0.0,0.0,0.0,0.0,FX|W|emel+pulse1,1725103848
1429188841,1725109552,2026-06-24 11:49:20 UTC,BUY,DE40,3.0,24688.3,0.0,0.0,74.93,74.93,[tp 24687.80],1725081339
1429188842,1725109553,2026-06-24 11:49:20 UTC,BUY,DE40,2.0,24688.3,0.0,0.0,48.82,48.82,[tp 24687.80],1725081639
1429190891,1725112502,2026-06-24 11:51:19 UTC,BUY,XAUUSD,3.0,4079.52,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1725112502
1429190893,1725112505,2026-06-24 11:51:19 UTC,BUY,XAUUSD,2.0,4079.53,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1725112505
1429192798,1725115273,2026-06-24 11:53:47 UTC,SELL,USTEC,2.0,29498.0,0.0,0.0,-44.6,-44.6,[sl 29498.70],1725103848
1429192799,1725115274,2026-06-24 11:53:47 UTC,SELL,USTEC,3.0,29498.0,0.0,0.0,-65.1,-65.1,[sl 29498.70],1725103795
1429195788,1725118761,2026-06-24 11:55:21 UTC,SELL,DE40,3.0,24709.8,0.0,0.0,0.0,0.0,FX|S|emel+ml|61,1725118761
1429195790,1725118765,2026-06-24 11:55:21 UTC,SELL,DE40,2.0,24708.8,0.0,0.0,0.0,0.0,FX|W|emel+ml|61,1725118765
1429204125,1725130830,2026-06-24 12:02:31 UTC,BUY,DE40,3.0,24683.3,0.0,0.0,90.25,90.25,[tp 24683.80],1725118761
1429204127,1725130831,2026-06-24 12:02:31 UTC,BUY,DE40,2.0,24683.3,0.0,0.0,57.9,57.9,[tp 24683.80],1725118765
1429204857,1725131581,2026-06-24 12:02:37 UTC,SELL,XAUUSD,3.0,4074.82,-10.5,0.0,-1410.0,-1420.5,[sl 4074.44],1725112502
1429204858,1725131582,2026-06-24 12:02:37 UTC,SELL,XAUUSD,2.0,4074.82,-7.0,0.0,-942.0,-949.0,[sl 4074.44],1725112505
1429209113,1725136628,2026-06-24 12:06:00 UTC,SELL,USTEC,3.0,29498.2,0.0,0.0,0.0,0.0,FX|S|flip|50,1725136628
1429209178,1725136732,2026-06-24 12:06:00 UTC,SELL,USTEC,2.0,29499.2,0.0,0.0,0.0,0.0,FX|W|flip|50,1725136732
1429215489,1725143588,2026-06-24 12:09:26 UTC,SELL,XAUUSD,3.0,4071.67,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1725143588
1429215531,1725143650,2026-06-24 12:09:26 UTC,SELL,XAUUSD,2.0,4071.65,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1725143650
1429219944,1725148978,2026-06-24 12:11:07 UTC,BUY,USTEC,3.0,29519.0,0.0,0.0,-62.4,-62.4,[sl 29518.30],1725136628
1429219945,1725148979,2026-06-24 12:11:07 UTC,BUY,USTEC,2.0,29519.0,0.0,0.0,-39.6,-39.6,[sl 29518.30],1725136732
1429225394,1725155346,2026-06-24 12:13:37 UTC,BUY,XAUUSD,3.0,4076.73,-10.5,0.0,-1518.0,-1528.5,[sl 4076.67],1725143588
1429225395,1725155347,2026-06-24 12:13:37 UTC,BUY,XAUUSD,2.0,4076.73,-7.0,0.0,-1016.0,-1023.0,[sl 4076.67],1725143650
1429228996,1725159954,2026-06-24 12:15:45 UTC,SELL,DE40,3.0,24693.3,0.0,0.0,0.0,0.0,FX|S|emel+ml|66,1725159954
1429228997,1725159955,2026-06-24 12:15:46 UTC,SELL,DE40,2.0,24693.8,0.0,0.0,0.0,0.0,FX|W|emel+ml|66,1725159955
1429230314,1725161400,2026-06-24 12:17:00 UTC,BUY,DE40,3.0,24685.3,0.0,0.0,27.24,27.24,[tp 24684.80],1725159954
1429230315,1725161401,2026-06-24 12:17:00 UTC,BUY,DE40,2.0,24685.3,0.0,0.0,19.29,19.29,[tp 24684.80],1725159955
1429236336,1725168092,2026-06-24 12:22:04 UTC,SELL,XAUUSD,3.0,4074.6,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1725168092
1429236971,1725169129,2026-06-24 12:22:09 UTC,SELL,XAUUSD,2.0,4075.31,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1725169129
1429240246,1725172788,2026-06-24 12:24:12 UTC,BUY,XAUUSD,3.0,4073.67,-10.5,0.0,279.0,268.5,[tp 4073.70],1725168092
1429246704,1725180230,2026-06-24 12:28:11 UTC,BUY,XAUUSD,2.0,4072.46,-7.0,0.0,570.0,563.0,dir_flip,1725169129
1429246710,1725180236,2026-06-24 12:28:11 UTC,BUY,XAUUSD,3.0,4072.5,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1725180236
1429246716,1725180241,2026-06-24 12:28:11 UTC,BUY,XAUUSD,2.0,4072.49,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1725180241
1429253490,1725188694,2026-06-24 12:31:50 UTC,BUY,USTEC,3.0,29490.4,0.0,0.0,0.0,0.0,FX|S|emel+pulse1,1725188694
1429253493,1725188699,2026-06-24 12:31:50 UTC,BUY,USTEC,2.0,29489.3,0.0,0.0,0.0,0.0,FX|W|emel+pulse1,1725188699
1429258971,1725195597,2026-06-24 12:36:22 UTC,SELL,XAUUSD,3.0,4067.6,-10.5,0.0,-1470.0,-1480.5,[sl 4067.64],1725180236
1429258972,1725195598,2026-06-24 12:36:22 UTC,SELL,XAUUSD,2.0,4067.6,-7.0,0.0,-978.0,-985.0,[sl 4067.64],1725180241
1429263507,1725201045,2026-06-24 12:40:19 UTC,SELL,USTEC,3.0,29468.4,0.0,0.0,-66.0,-66.0,[sl 29473.40],1725188694
1429263508,1725201047,2026-06-24 12:40:19 UTC,SELL,USTEC,2.0,29468.4,0.0,0.0,-41.8,-41.8,[sl 29473.40],1725188699
1429273596,1725212671,2026-06-24 12:46:28 UTC,BUY,XAUUSD,3.0,4066.4,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1725212671
1429273656,1725212728,2026-06-24 12:46:28 UTC,BUY,XAUUSD,2.0,4066.44,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1725212728
1429276531,1725216172,2026-06-24 12:49:33 UTC,SELL,XAUUSD,3.0,4069.09,-10.5,0.0,807.0,796.5,[tp 4069.08],1725212671
1429279668,1725219920,2026-06-24 12:52:31 UTC,SELL,DE40,3.0,24662.8,0.0,0.0,0.0,0.0,FX|S|emel+ml|71,1725219920
1429279685,1725219936,2026-06-24 12:52:32 UTC,SELL,DE40,2.0,24663.3,0.0,0.0,0.0,0.0,FX|W|emel+ml|71,1725219936
1429282297,1725222746,2026-06-24 12:55:01 UTC,BUY,XAUUSD,3.0,4068.79,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1725222746
1429282335,1725222776,2026-06-24 12:55:01 UTC,BUY,DE40,3.0,24644.3,0.0,0.0,62.98,62.98,[tp 24648.30],1725219920
1429282336,1725222777,2026-06-24 12:55:01 UTC,BUY,DE40,2.0,24644.3,0.0,0.0,43.12,43.12,[tp 24648.30],1725219936
1429286790,1725227422,2026-06-24 12:58:27 UTC,SELL,XAUUSD,3.0,4065.71,-10.5,0.0,-924.0,-934.5,[sl 4064.81],1725222746
1429294946,1725239028,2026-06-24 13:00:54 UTC,SELL,USTEC,3.0,29479.7,0.0,0.0,0.0,0.0,FX|S|flip|50,1725239028
1429294958,1725239042,2026-06-24 13:00:54 UTC,SELL,USTEC,2.0,29479.7,0.0,0.0,0.0,0.0,FX|W|flip|50,1725239042
1429296319,1725240722,2026-06-24 13:01:49 UTC,BUY,DE40,5.0,24627.8,0.0,0.0,343.2,343.2,[tp 24627.80],1724963638
1429297136,1725241570,2026-06-24 13:02:00 UTC,SELL,XAUUSD,2.0,4060.92,-7.0,0.0,-1104.0,-1111.0,[sl 4061.08],1725212728
1429299289,1725243853,2026-06-24 13:02:21 UTC,SELL,DE40,5.0,24617.8,0.0,0.0,0.0,0.0,ForexSAI_demo,1725243853
1429313698,1725260444,2026-06-24 13:14:04 UTC,SELL,DE40,3.0,24645.3,0.0,0.0,0.0,0.0,FX|S|emel+ml|62,1725260444
1429313957,1725260771,2026-06-24 13:14:09 UTC,SELL,DE40,2.0,24647.3,0.0,0.0,0.0,0.0,FX|W|emel+ml|62,1725260771
1429316875,1725264481,2026-06-24 13:15:40 UTC,BUY,USTEC,3.0,29500.9,0.0,0.0,-63.6,-63.6,[sl 29509.20],1725239028
1429316880,1725264482,2026-06-24 13:15:40 UTC,BUY,USTEC,2.0,29500.9,0.0,0.0,-42.4,-42.4,[sl 29509.20],1725239042
1429324060,1725272183,2026-06-24 13:17:56 UTC,BUY,DE40,3.0,24665.8,0.0,0.0,-69.75,-69.75,[sl 24663.80],1725260444
1429324061,1725272184,2026-06-24 13:17:56 UTC,BUY,DE40,2.0,24665.8,0.0,0.0,-41.97,-41.97,[sl 24663.80],1725260771
1429357759,1725311440,2026-06-24 13:42:14 UTC,BUY,XAUUSD,3.0,4063.18,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1725311440
1429357766,1725311448,2026-06-24 13:42:14 UTC,BUY,XAUUSD,2.0,4063.18,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1725311448
1429362280,1725316217,2026-06-24 13:43:37 UTC,SELL,XAUUSD,3.0,4066.18,-10.5,0.0,900.0,889.5,[tp 4066.05],1725311440
1429364810,1725319017,2026-06-24 13:44:35 UTC,SELL,DE40,3.0,24653.3,0.0,0.0,0.0,0.0,FX|S|emel+ml|63,1725319017
1429364814,1725319024,2026-06-24 13:44:36 UTC,SELL,DE40,2.0,24653.3,0.0,0.0,0.0,0.0,FX|W|emel+ml|63,1725319024
1429370310,1725326150,2026-06-24 13:48:01 UTC,BUY,USTEC,3.0,29516.7,0.0,0.0,0.0,0.0,FX|S|emel+pulse1,1725326150
1429370330,1725326175,2026-06-24 13:48:01 UTC,BUY,USTEC,2.0,29517.2,0.0,0.0,0.0,0.0,FX|W|emel+pulse1,1725326175
1429373546,1725330261,2026-06-24 13:51:26 UTC,BUY,DE40,3.0,24639.3,0.0,0.0,47.63,47.63,[tp 24639.30],1725319017
1429373547,1725330262,2026-06-24 13:51:26 UTC,BUY,DE40,2.0,24639.3,0.0,0.0,31.75,31.75,[tp 24639.30],1725319024
1429377947,1725335147,2026-06-24 13:53:41 UTC,SELL,XAUUSD,2.0,4058.04,-7.0,0.0,-1028.0,-1035.0,[sl 4058.05],1725311448
1429384113,1725342342,2026-06-24 13:57:21 UTC,SELL,USTEC,3.0,29481.0,0.0,0.0,-107.1,-107.1,[sl 29481.40],1725326150
1429384115,1725342343,2026-06-24 13:57:21 UTC,SELL,USTEC,2.0,29481.0,0.0,0.0,-72.4,-72.4,[sl 29481.40],1725326175
1429385351,1725343632,2026-06-24 13:58:00 UTC,SELL,USTEC,3.0,29486.2,0.0,0.0,0.0,0.0,FX|S|flip|50,1725343632
1429385379,1725343671,2026-06-24 13:58:00 UTC,SELL,USTEC,2.0,29485.8,0.0,0.0,0.0,0.0,FX|W|flip|50,1725343671
1429395025,1725356761,2026-06-24 14:03:18 UTC,BUY,USTEC,3.0,29517.2,0.0,0.0,-93.0,-93.0,[sl 29516.20],1725343632
1429395026,1725356762,2026-06-24 14:03:18 UTC,BUY,USTEC,2.0,29517.2,0.0,0.0,-62.8,-62.8,[sl 29516.20],1725343671
1429407463,1725369274,2026-06-24 14:06:22 UTC,SELL,USTEC,3.0,29485.8,0.0,0.0,0.0,0.0,FX|S|flip|50,1725369274
1429407715,1725369538,2026-06-24 14:06:24 UTC,SELL,USTEC,2.0,29484.4,0.0,0.0,0.0,0.0,FX|W|flip|50,1725369538
1429409396,1725371546,2026-06-24 14:07:47 UTC,BUY,XAUUSD,3.0,4051.57,-10.5,0.0,0.0,-10.5,FX|S|flip|50,1725371546
1429409424,1725371606,2026-06-24 14:07:48 UTC,BUY,XAUUSD,2.0,4051.59,-7.0,0.0,0.0,-7.0,FX|W|flip|50,1725371606
1429413111,1725375786,2026-06-24 14:09:57 UTC,BUY,USTEC,3.0,29465.5,0.0,0.0,60.9,60.9,[tp 29466.70],1725369274
1429413113,1725375788,2026-06-24 14:09:57 UTC,BUY,USTEC,2.0,29465.5,0.0,0.0,37.8,37.8,[tp 29466.70],1725369538
1429424218,1725388512,2026-06-24 14:14:42 UTC,SELL,XAUUSD,3.0,4045.73,-10.5,0.0,-1752.0,-1762.5,[sl 4045.75],1725371546
1429424220,1725388515,2026-06-24 14:14:42 UTC,SELL,XAUUSD,2.0,4045.73,-7.0,0.0,-1172.0,-1179.0,[sl 4045.75],1725371606
1429453328,1725422620,2026-06-24 14:25:51 UTC,SELL,DE40,3.0,24625.3,0.0,0.0,0.0,0.0,FX|S|emel+ml|67,1725422620
1429453337,1725422625,2026-06-24 14:25:51 UTC,SELL,DE40,2.0,24625.3,0.0,0.0,0.0,0.0,FX|W|emel+ml|67,1725422625
1429457724,1725427868,2026-06-24 14:28:20 UTC,BUY,XTIUSD,3.0,72.07,0.0,0.0,111.0,111.0,[tp 72.12],1725090270
1429457946,1725428138,2026-06-24 14:28:30 UTC,BUY,XTIUSD,5.0,72.06,0.0,0.0,370.0,370.0,[tp 72.04],1724945933
1429459012,1725429484,2026-06-24 14:29:28 UTC,SELL,XTIUSD,5.0,72.02,0.0,0.0,0.0,0.0,ForexSAI_demo,1725429484
1429481815,1725455943,2026-06-24 14:41:07 UTC,BUY,USTEC,3.0,29489.3,0.0,0.0,0.0,0.0,FX|S|emel+pulse1,1725455943
1429481819,1725455951,2026-06-24 14:41:08 UTC,BUY,USTEC,2.0,29489.8,0.0,0.0,0.0,0.0,FX|W|emel+pulse1,1725455951
