ticket,order,time_utc,time_broker,symbol,type,entry,volume,price,profit,commission,swap,fee,position_id,magic,comment
265946819,338169410,2026-07-09T11:39:42+00:00,1783597182,SpotCrude,BUY,OUT,5.0,73.288,-171.0,0.0,0.0,0.0,338143211,52890969,[sl 73.288]
266009410,338257692,2026-07-09T14:20:20+00:00,1783606820,SpotCrude,BUY,IN,5.0,74.35,0.0,0.0,0.0,0.0,338257692,52890969,fxs-sr USOIL.FOR
266076498,338369497,2026-07-09T16:11:17+00:00,1783613477,SpotCrude,SELL,OUT,5.0,73.653,-348.5,0.0,0.0,0.0,338257692,52890969,[sl 73.653]
266111793,338420298,2026-07-09T16:43:23+00:00,1783615403,NAS100,SELL,IN,5.0,29628.8,0.0,0.0,0.0,0.0,338420298,52890971,fxs NDX.INDX:SEL
266127664,338441475,2026-07-09T16:59:08+00:00,1783616348,SpotCrude,SELL,IN,5.0,72.95,0.0,0.0,0.0,0.0,338441475,52890969,fxs-v2 FALLBACK_
266148970,338471522,2026-07-09T17:15:04+00:00,1783617304,NAS100,BUY,OUT,5.0,29548.8,400.0,0.0,0.0,0.0,338420298,52890971,[tp 29548.8]
266150198,338473031,2026-07-09T17:15:49+00:00,1783617349,NAS100,BUY,IN,5.0,29503.7,0.0,0.0,0.0,0.0,338473031,52890969,fxs-sr NDX.INDX:
266150956,338473941,2026-07-09T17:16:09+00:00,1783617369,NAS100,SELL,OUT,5.0,29470.4,-166.5,0.0,0.0,0.0,338473031,52890969,[sl 29470.4]
266153759,338477794,2026-07-09T17:18:12+00:00,1783617492,NAS100,SELL,IN,5.0,29478.5,0.0,0.0,0.0,0.0,338477794,52890971,fxs NDX.INDX:SEL
266153989,338475525,2026-07-09T17:18:27+00:00,1783617507,NAS100,BUY,IN,5.0,29468.1,0.0,0.0,0.0,0.0,338475525,52890969,fxs-sr NDX.INDX:
266156289,338482440,2026-07-09T17:20:18+00:00,1783617618,NAS100,SELL,OUT,5.0,29430.4,-188.5,0.0,0.0,0.0,338475525,52890969,[sl 29430.4]
266157707,338484234,2026-07-09T17:21:11+00:00,1783617671,NAS100,BUY,OUT,5.0,29399.0,397.5,0.0,0.0,0.0,338477794,52890971,[tp 29399.0]
266161660,338489275,2026-07-09T17:24:02+00:00,1783617842,NAS100,SELL,IN,5.0,29440.5,0.0,0.0,0.0,0.0,338489275,52890971,fxs NDX.INDX:SEL
266178745,338512671,2026-07-09T17:39:47+00:00,1783618787,NAS100,BUY,OUT,5.0,29550.5,-550.0,0.0,0.0,0.0,338489275,52890971,[sl 29550.5]
266181494,338512239,2026-07-09T17:44:17+00:00,1783619057,NAS100,BUY,IN,5.0,29524.8,0.0,0.0,0.0,0.0,338512239,52890969,fxs-sr NDX.INDX:
266184083,338519827,2026-07-09T17:49:05+00:00,1783619345,NAS100,SELL,OUT,5.0,29575.5,253.5,0.0,0.0,0.0,338512239,52890969,[tp 29575.5]
266186917,338521677,2026-07-09T17:52:27+00:00,1783619547,NAS100,BUY,IN,5.0,29527.0,0.0,0.0,0.0,0.0,338521677,52890969,fxs-sr NDX.INDX:
266188109,338524761,2026-07-09T17:54:02+00:00,1783619642,NAS100,SELL,IN,5.0,29516.8,0.0,0.0,0.0,0.0,338524761,52890971,fxs NDX.INDX:SEL
266190434,338528700,2026-07-09T17:58:10+00:00,1783619890,NAS100,SELL,OUT,5.0,29566.8,199.0,0.0,0.0,0.0,338521677,52890969,[tp 29566.8]
266190868,338529052,2026-07-09T17:58:27+00:00,1783619907,NAS100,BUY,IN,5.0,29566.5,0.0,0.0,0.0,0.0,338529052,52890969,fxs-sr NDX.INDX:
266193750,338533445,2026-07-09T18:00:49+00:00,1783620049,NAS100,SELL,IN,5.0,29575.7,0.0,0.0,0.0,0.0,338533445,52890970,fxs NDX.INDX:SEL
266193753,338533454,2026-07-09T18:00:50+00:00,1783620050,GER40,SELL,IN,5.0,25110.2,0.0,0.0,0.0,0.0,338533454,52890970,fxs GDAXI.INDX:S
266197660,338538389,2026-07-09T18:06:54+00:00,1783620414,NAS100,BUY,OUT,5.0,29626.2,-547.0,0.0,0.0,0.0,338524761,52890971,[sl 29626.2]
266198221,338539066,2026-07-09T18:07:23+00:00,1783620443,NAS100,SELL,IN,5.0,29614.1,0.0,0.0,0.0,0.0,338539066,52890971,fxs NDX.INDX:SEL
266201335,338543806,2026-07-09T18:15:34+00:00,1783620934,NAS100,SELL,OUT,5.0,29646.5,400.0,0.0,0.0,0.0,338529052,52890969,[tp 29646.5]
266222320,338571189,2026-07-09T19:05:17+00:00,1783623917,NAS100,BUY,OUT,5.0,29685.7,-550.0,0.0,0.0,0.0,338533445,52890970,[sl 29685.7]
266248127,338604155,2026-07-09T20:10:33+00:00,1783627833,NAS100,BUY,OUT,5.0,29725.1,-555.0,0.0,0.0,0.0,338539066,52890971,[sl 29725.1]
266248228,338604304,2026-07-09T20:10:42+00:00,1783627842,NAS100,SELL,IN,5.0,29730.2,0.0,0.0,0.0,0.0,338604304,52890971,fxs NDX.INDX:SEL
266258909,338617797,2026-07-09T20:37:07+00:00,1783629427,SpotCrude,BUY,OUT,5.0,71.834,558.0,0.0,0.0,0.0,338441475,52890969,[tp 71.834]
